method,referee,weightclass,winner,f1,f2,f1_slmp,f2_slmp,f1_str_acc_%,f2_str_acc_%,f1_sapm,f2_sapm,f1_str_def_%,f2_str_def_%,f1_td_avg,f2_td_avg,f1_td_acc_%,f2_td_acc_%,f1_td_def_%,f2_td_def_%,f1_sub_avg,f2_sub_avg,f1_height,f2_height,f1_weight,f2_weight,f1_reach,f2_reach,f1_stance,f2_stance
Submission,Herb Dean,lightweight,f1,Shannon Gugerty,Matt Grice,0.38,1.54,10.0,50.0,1.54,0.38,50.0,90.0,5.77,0.0,100,0,100,0,0.77,0.0,177.8,172.72,70.31,65.77,180.34,177.8,Orthodox,Orthodox
Decision - Split,Josh Rosenthal,lightweight,f1,Diego Sanchez,Clay Guida,4.53,1.93,47.22,30.21,1.93,4.53,69.79,52.78,1.0,2.0,50,28,72,50,0.2,0.0,177.8,170.18,77.11,70.31,182.88,177.8,Southpaw,Orthodox
Submission,Steve Mazzagatti,welterweight,f1,James Wilks,DaMarques Johnson,3.47,2.65,58.62,61.9,2.65,3.47,38.1,41.38,6.12,0.0,100,0,100,0,1.63,0.0,185.42,185.42,77.11,77.11,190.5,190.5,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,welterweight,f1,Chris Lytle,Kevin Burns,6.73,4.6,40.89,35.38,4.6,6.73,64.62,59.11,0.0,1.0,0,100,0,100,0.0,0.0,180.34,177.8,77.11,77.11,172.72,187.96,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,lightweight,f1,Ross Pearson,Andre Winner,4.93,3.07,57.36,53.49,3.07,4.93,46.51,42.64,0.0,0.0,0,0,100,100,0.0,0.0,172.72,180.34,70.31,70.31,175.26,185.42,Orthodox,Orthodox
Decision - Unanimous,Steve Mazzagatti,lightweight,f1,Joe Stevenson,Nate Diaz,1.8,0.4,57.45,20.69,0.4,1.8,79.31,42.55,8.0,1.0,57,50,50,43,0.07,0.27,170.18,182.88,65.77,77.11,177.8,193.04,Orthodox,Southpaw
Decision - Split,Josh Rosenthal,lightweight,f1,Melvin Guillard,Gleison Tibau,0.87,0.93,26.0,28.0,0.93,0.87,72.0,74.0,1.0,6.0,25,42,58,75,0.0,0.0,175.26,177.8,70.31,70.31,180.34,180.34,Orthodox,Southpaw
Decision - Split,Kim Winslow,welterweight,f1,Brad Blackburn,Edgar Garcia,4.4,2.6,40.74,21.08,2.6,4.4,78.92,59.26,0.0,1.0,0,33,67,100,0.07,0.0,177.8,177.8,77.11,77.11,185.42,180.34,Orthodox,Orthodox
KO/TKO,Herb Dean,light heavyweight,f1,Tomasz Drwal,Mike Ciesnolevicz,5.62,0.62,44.26,50.0,0.62,5.62,50.0,55.74,12.5,0.0,80,0,100,20,0.0,0.0,185.42,182.88,92.99,106.59,193.04,187.69,Orthodox,Orthodox
Submission,Kim Winslow,welterweight,f1,Nick Osipczak,Frank Lester,3.82,2.18,46.67,36.36,2.18,3.82,63.64,53.33,4.09,0.0,100,0,100,0,0.27,0.0,187.96,180.34,77.11,77.11,193.04,185.0,Orthodox,Orthodox
Submission,Josh Rosenthal,lightweight,f1,Jason Dent,Cameron Dollar,2.94,5.03,38.89,38.1,5.03,2.94,61.9,61.11,0.0,0.0,0,0,100,100,0.21,0.0,177.8,180.34,70.31,70.31,180.34,185.0,Orthodox,Orthodox
Decision - Unanimous,Dan Miragliotta,heavyweight,f1,Cain Velasquez,Cheick Kongo,1.93,1.4,54.72,61.76,1.4,1.93,38.24,45.28,7.0,1.0,70,33,67,30,0.13,0.0,185.42,193.04,108.86,108.86,195.58,208.28,Orthodox,Orthodox
KO/TKO,Dan Miragliotta,heavyweight,f1,Mirko Filipovic,Mostapha Al-Turk,5.16,2.26,45.71,28.0,2.26,5.16,72.0,54.29,4.84,0.0,100,0,100,0,0.0,0.0,187.96,187.96,104.33,111.13,185.42,195.58,Southpaw,Orthodox
KO/TKO,Leon Roberts,welterweight,f1,Mike Swick,Ben Saunders,1.14,1.94,28.57,54.84,1.94,1.14,45.16,71.43,1.71,0.0,100,0,100,0,0.11,0.0,185.42,187.96,77.11,77.11,195.58,195.58,Orthodox,Orthodox
Decision - Unanimous,Mario Yamasaki,lightweight,f1,Spencer Fisher,Caol Uno,4.13,1.6,72.94,51.06,1.6,4.13,48.94,27.06,1.0,3.0,50,20,80,50,0.0,0.0,170.18,170.18,70.31,70.31,172.72,177.8,Southpaw,Southpaw
Decision - Split,Marc Goddard,welterweight,f1,Dan Hardy,Marcus Davis,1.87,1.27,45.9,46.34,1.27,1.87,53.66,54.1,1.0,2.0,100,33,67,0,0.0,0.2,182.88,177.8,77.11,77.11,187.96,177.8,Orthodox,Southpaw
Submission,Leon Roberts,lightweight,f1,Terry Etim,Justin Buchholz,3.54,3.01,54.0,34.85,3.01,3.54,65.15,46.0,0.0,0.0,0,0,100,100,0.39,0.0,185.42,182.88,70.31,70.31,185.42,185.42,Orthodox,Orthodox
Submission,Marc Goddard,lightweight,f1,Dennis Siver,Dale Hartt,2.36,1.48,34.78,31.25,1.48,2.36,68.75,65.22,0.0,4.43,0,100,0,100,0.59,0.0,167.64,177.8,65.77,70.31,177.8,175.26,Orthodox,Orthodox
Decision - Unanimous,Leon Roberts,welterweight,f1,Paul Taylor,Peter Sobotta,3.07,1.2,45.1,46.15,1.2,3.07,53.85,54.9,0.0,2.0,0,28,72,100,0.0,0.0,182.88,182.88,70.31,77.11,182.88,190.5,Orthodox,Southpaw
Decision - Unanimous,Mario Yamasaki,lightweight,f1,Paul Kelly,Rolando Delgado,2.13,0.93,43.24,50.0,0.93,2.13,50.0,56.76,1.0,1.0,100,20,80,0,0.13,0.2,175.26,190.5,70.31,70.31,177.8,195.58,Orthodox,Orthodox
Submission,Dan Miragliotta,heavyweight,f1,Stefan Struve,Denis Stojnic,0.53,2.1,66.67,26.67,2.1,0.53,73.33,33.33,0.0,0.0,0,0,100,100,0.92,0.0,210.82,182.88,120.2,111.13,213.36,187.69,Orthodox,Orthodox
Decision - Unanimous,Marc Goddard,welterweight,f1,John Hathaway,Rick Story,2.07,1.4,36.47,31.34,1.4,2.07,68.66,63.53,4.0,4.0,40,100,0,60,0.2,0.33,185.42,175.26,77.11,77.11,190.5,180.34,Orthodox,Southpaw
KO/TKO,Mario Yamasaki,light heavyweight,f1,Lyoto Machida,Rashad Evans,3.13,0.45,60.87,16.67,0.45,3.13,83.33,39.13,0.0,0.0,0,0,100,100,0.0,0.0,185.42,182.88,83.91,92.99,187.96,190.5,Southpaw,Orthodox
Decision - Unanimous,Steve Mazzagatti,welterweight,f1,Matt Hughes,Matt Serra,2.27,0.93,58.62,34.15,0.93,2.27,65.85,41.38,3.0,1.0,60,100,0,40,0.0,0.0,175.26,167.64,77.11,77.11,185.42,172.72,Switch,Orthodox
KO/TKO,Yves Lavigne,middleweight,f1,Drew McFedries,Xavier Foupa-Pokam,12.97,0.0,66.67,0,0.0,12.97,0,33.33,0.0,0.0,0,0,100,100,0.0,0.0,182.88,185.42,83.91,83.91,182.88,190.38,Southpaw,Open Stance
Decision - Unanimous,Yves Lavigne,middleweight,f1,Chael Sonnen,Dan Miller,2.4,0.6,59.02,42.86,0.6,2.4,57.14,40.98,3.0,0.0,60,0,100,40,0.0,0.13,185.42,185.42,92.99,83.91,185.42,187.96,Southpaw,Orthodox
Decision - Unanimous,Herb Dean,lightweight,f1,Frankie Edgar,Sean Sherk,4.93,1.8,38.74,13.24,1.8,4.93,86.76,61.26,1.0,1.0,14,33,67,86,0.07,0.0,167.64,167.64,61.23,70.31,172.72,170.18,Orthodox,Orthodox
Submission,Mario Yamasaki,welterweight,f1,Brock Larson,Mike Pyle,1.29,0.32,40.0,25.0,0.32,1.29,75.0,60.0,4.84,0.0,100,0,100,0,0.32,0.0,180.34,182.88,77.11,77.11,180.34,187.96,Southpaw,Orthodox
Submission,Steve Mazzagatti,heavyweight,f1,Tim Hague,Pat Barry,0.0,1.76,0.0,27.27,1.76,0.0,72.73,100.0,8.82,0.0,100,0,100,0,0.59,0.0,193.04,180.34,117.93,106.59,193.04,187.96,Orthodox,Orthodox
KO/TKO,Yves Lavigne,lightweight,f1,Kyle Bradley,Phillipe Nover,6.67,2.86,63.64,27.27,2.86,6.67,72.73,36.36,14.29,0.0,100,0,100,0,0.0,0.0,175.26,175.26,70.31,65.77,180.34,182.88,Orthodox,Orthodox
KO/TKO,Herb Dean,light heavyweight,f1,Krzysztof Soszynski,Andre Gusmao,5.48,5.18,36.0,51.52,5.18,5.48,48.48,64.0,0.0,0.0,0,0,100,100,0.0,0.0,185.42,182.88,92.99,92.99,195.58,187.69,Open Stance,Orthodox
Submission,Steve Mazzagatti,welterweight,f1,Yoshiyuki Yoshida,Brandon Wolff,1.67,0.83,66.67,40.0,0.83,1.67,60.0,33.33,0.0,0.0,0,0,100,100,0.42,0.0,180.34,175.26,77.11,77.11,177.8,179.62,Southpaw,Orthodox
Decision - Split,Herb Dean,lightweight,f1,George Roop,David Kaplan,4.13,3.33,27.43,47.62,3.33,4.13,52.38,72.57,0.0,5.0,0,35,65,100,0.0,0.0,185.42,170.18,61.23,70.31,182.88,174.24,Orthodox,Orthodox
Decision - Unanimous,Yves Lavigne,middleweight,f1,Anderson Silva,Thales Leites,3.76,0.4,67.63,18.52,0.4,3.76,81.48,32.37,0.0,0.6,0,7,93,100,0.0,0.0,187.96,185.42,83.91,83.91,195.58,198.12,Southpaw,Orthodox
Decision - Unanimous,Dan Miragliotta,lightweight,f1,Sam Stout,Matt Wiman,4.13,3.07,33.33,44.23,3.07,4.13,55.77,66.67,0.0,4.0,0,36,64,100,0.0,0.13,175.26,177.8,70.31,70.31,177.8,172.72,Orthodox,Orthodox
KO/TKO,Mario Yamasaki,light heavyweight,f1,Mauricio Rua,Chuck Liddell,5.37,1.79,75.0,21.62,1.79,5.37,78.38,25.0,0.0,3.36,0,100,0,100,0.0,0.0,185.42,187.96,92.99,92.99,193.04,193.04,Orthodox,Orthodox
Submission,Dan Miragliotta,light heavyweight,f1,Krzysztof Soszynski,Brian Stann,0.77,2.06,27.27,44.44,2.06,0.77,55.56,72.73,7.73,0.0,100,0,100,0,0.52,0.0,185.42,185.42,92.99,92.99,195.58,187.96,Open Stance,Orthodox
KO/TKO,Yves Lavigne,heavyweight,f1,Cheick Kongo,Antoni Hardonk,7.08,1.2,63.1,45.0,1.2,7.08,55.0,36.9,4.01,0.0,66,0,100,34,0.0,0.0,193.04,193.04,108.86,111.13,208.28,198.12,Orthodox,Orthodox
Decision - Unanimous,Mario Yamasaki,light heavyweight,f1,Luiz Cane,Steve Cantwell,5.8,4.6,39.01,36.51,4.6,5.8,63.49,60.99,0.0,0.0,0,0,100,100,0.0,0.0,187.96,187.96,83.91,83.91,195.58,190.5,Southpaw,Orthodox
Decision - Unanimous,Philippe Chartier,middleweight,f1,Denis Kang,Xavier Foupa-Pokam,2.07,1.53,47.69,43.4,1.53,2.07,56.6,52.31,5.0,0.0,83,0,100,17,0.07,0.0,180.34,185.42,83.91,83.91,195.58,190.38,Orthodox,Open Stance
KO/TKO,Mario Yamasaki,middleweight,f1,Nate Quarry,Jason MacDonald,6.53,0.41,47.06,100.0,0.41,6.53,0.0,52.94,6.12,0.0,100,0,100,0,0.0,0.0,182.88,190.5,83.91,83.91,182.88,203.2,Open Stance,Orthodox
Decision - Unanimous,Philippe Chartier,middleweight,f1,Ed Herman,David Loiseau,4.73,0.4,84.52,37.5,0.4,4.73,62.5,15.48,5.0,0.0,55,0,100,45,0.0,0.0,185.42,182.88,92.99,83.91,195.58,193.04,Orthodox,Orthodox
Submission,Dan Miragliotta,lightweight,f1,Mark Bocek,David Bielkheden,4.04,0.81,46.51,80.0,0.81,4.04,20.0,53.49,3.03,0.0,50,0,100,50,0.2,0.0,172.72,177.8,70.31,70.31,190.5,180.34,Orthodox,Orthodox
Decision - Split,Philippe Chartier,welterweight,f1,TJ Grant,Ryo Chonan,2.27,2.07,44.74,41.33,2.07,2.27,58.67,55.26,3.0,2.0,75,100,0,25,0.0,0.0,177.8,175.26,70.31,77.11,182.88,177.8,Orthodox,Orthodox
Decision - Unanimous,Yves Lavigne,light heavyweight,f1,Eliot Marshall,Vinny Magalhaes,2.93,2.27,26.83,22.97,2.27,2.93,77.03,73.17,0.0,2.0,0,66,34,100,0.0,0.0,187.96,190.5,92.99,92.99,195.58,190.5,Orthodox,Orthodox
Decision - Split,Herb Dean,welterweight,f1,Martin Kampmann,Carlos Condit,1.73,2.33,42.62,40.7,2.33,1.73,59.3,57.38,5.0,3.0,100,75,25,0,0.4,0.2,182.88,187.96,77.11,77.11,182.88,190.5,Orthodox,Orthodox
Decision - Unanimous,Dan Miragliotta,light heavyweight,f1,Ryan Bader,Carmelo Marrero,1.6,0.6,42.86,20.93,0.6,1.6,79.07,57.14,5.0,0.0,71,0,100,29,0.13,0.0,187.96,182.88,92.99,92.99,187.96,185.42,Orthodox,Orthodox
Decision - Unanimous,Mario Yamasaki,lightweight,f1,Tyson Griffin,Rafael Dos Anjos,4.6,1.73,32.39,19.4,1.73,4.6,80.6,67.61,1.0,0.0,25,0,100,75,0.0,0.2,167.64,172.72,65.77,70.31,172.72,177.8,Orthodox,Southpaw
Submission,Herb Dean,lightweight,f1,Cole Miller,Junie Browning,1.53,0.51,18.75,33.33,0.51,1.53,66.67,81.25,0.0,0.0,0,0,100,100,0.51,0.0,185.42,175.26,65.77,70.31,185.42,179.62,Orthodox,Orthodox
Decision - Unanimous,Mario Yamasaki,lightweight,f1,Gleison Tibau,Jeremy Stephens,0.47,1.53,35.0,57.5,1.53,0.47,42.5,65.0,5.0,0.0,38,0,100,62,0.2,0.0,177.8,175.26,70.31,65.77,180.34,180.34,Southpaw,Orthodox
Decision - Unanimous,Dan Miragliotta,middleweight,f1,Ricardo Almeida,Matt Horwich,2.73,1.67,61.19,64.1,1.67,2.73,35.9,38.81,9.0,0.0,60,0,100,40,0.07,0.2,182.88,185.42,77.11,83.91,187.96,190.38,Orthodox,Orthodox
Submission,Herb Dean,welterweight,f1,Brock Larson,Jesse Sanders,6.45,0.0,65.0,0.0,0.0,6.45,100.0,35.0,7.44,0.0,50,0,100,50,0.5,0.0,180.34,182.88,77.11,77.11,180.34,187.69,Southpaw,Orthodox
Submission,Mario Yamasaki,middleweight,f1,Tim Credeur,Nick Catone,1.03,2.17,23.08,51.35,2.17,1.03,48.65,76.92,0.0,5.14,0,100,0,100,0.8,0.0,190.5,182.88,83.91,83.91,190.5,182.88,Orthodox,Southpaw
Decision - Split,Dan Miragliotta,middleweight,f1,Jorge Rivera,Nissen Osterneck,1.93,2.33,60.42,50.0,2.33,1.93,50.0,39.58,4.0,1.0,50,12,88,50,0.0,0.07,185.42,187.96,83.91,83.91,185.42,193.07,Orthodox,Orthodox
Submission,Herb Dean,middleweight,f1,Rob Kimmons,Joe Vedepo,3.68,2.11,46.67,33.33,2.11,3.68,66.67,53.33,0.0,7.89,0,100,0,100,1.05,0.0,177.8,182.88,83.91,83.91,185.42,187.69,Orthodox,Orthodox
KO/TKO,Mario Yamasaki,middleweight,f1,Aaron Simpson,Tim McKenzie,9.6,0.6,59.26,25.0,0.6,9.6,75.0,40.74,9.0,0.0,100,0,100,0,0.0,0.0,182.88,182.88,77.11,83.91,185.42,187.96,Orthodox,Orthodox
Decision - Unanimous,Yves Lavigne,light heavyweight,f1,Quinton Jackson,Keith Jardine,3.73,4.27,37.09,34.78,4.27,3.73,65.22,62.91,2.0,0.0,66,0,100,34,0.0,0.0,185.42,187.96,92.99,83.91,185.42,193.04,Orthodox,Orthodox
KO/TKO,Dan Miragliotta,heavyweight,f1,Shane Carwin,Gabriel Gonzaga,3.48,4.35,40.0,62.5,4.35,3.48,37.5,60.0,0.0,13.04,0,100,0,100,0.0,0.0,187.96,187.96,120.2,109.77,203.2,193.04,Orthodox,Orthodox
KO/TKO,Yves Lavigne,welterweight,f1,Matt Brown,Pete Sell,15.65,0.0,77.42,0.0,0.0,15.65,100.0,22.58,0.0,0.0,0,0,100,100,0.0,0.0,182.88,180.34,77.11,77.11,190.5,190.5,Orthodox,Orthodox
KO/TKO,Dan Miragliotta,light heavyweight,f1,Matt Hamill,Mark Munoz,5.92,3.61,48.94,37.84,3.61,5.92,62.16,51.06,0.0,0.0,0,0,100,100,0.0,0.0,185.42,182.88,92.99,83.91,193.04,180.34,Orthodox,Orthodox
Decision - Unanimous,Dan Miragliotta,lightweight,f1,Gray Maynard,Jim Miller,2.47,1.67,39.78,25.0,1.67,2.47,75.0,60.22,1.0,0.0,100,0,100,0,0.0,0.07,175.26,172.72,70.31,70.31,177.8,180.34,Orthodox,Southpaw
KO/TKO,Yves Lavigne,welterweight,f1,Tamdan McCrory,Ryan Madigan,3.35,0.0,52.17,0.0,0.0,3.35,100.0,47.83,4.19,0.0,100,0,100,0,0.0,0.0,193.04,182.88,83.91,77.11,193.04,187.69,Switch,Orthodox
KO/TKO,Rick Fike,middleweight,f1,Kendall Grove,Jason Day,6.52,3.91,40.0,24.0,3.91,6.52,76.0,60.0,0.0,0.0,0,0,100,100,0.0,0.0,198.12,182.88,83.91,83.91,200.66,182.88,Orthodox,Orthodox
Decision - Unanimous,Dan Miragliotta,light heavyweight,f1,Jason Brilz,Tim Boetsch,2.27,1.8,33.01,41.54,1.8,2.27,58.46,66.99,4.0,0.0,50,0,100,50,0.07,0.0,180.34,182.88,92.99,83.91,180.34,187.96,Orthodox,Orthodox
KO/TKO,Yves Lavigne,light heavyweight,f1,Brandon Vera,Michael Patt,4.96,0.78,42.67,17.86,0.78,4.96,82.14,57.33,0.0,0.0,0,0,100,100,0.0,0.0,190.5,182.88,104.33,92.99,198.12,187.69,Orthodox,Orthodox
KO/TKO,Rick Fike,lightweight,f1,Shane Nelson,Aaron Riley,6.82,5.45,41.67,44.44,5.45,6.82,55.56,58.33,0.0,0.0,0,0,100,100,0.0,0.0,175.26,172.72,70.31,70.31,177.8,175.26,Southpaw,Southpaw
Decision - Unanimous,Dan Miragliotta,lightweight,f1,Diego Sanchez,Joe Stevenson,6.07,2.73,47.15,28.28,2.73,6.07,71.72,52.85,1.0,0.0,25,0,100,75,0.07,0.07,177.8,170.18,77.11,65.77,182.88,177.8,Southpaw,Orthodox
KO/TKO,Kevin Mulhall,welterweight,f1,Dan Hardy,Rory Markham,4.35,1.74,41.67,28.57,1.74,4.35,71.43,58.33,0.0,0.0,0,0,100,100,0.0,0.0,182.88,182.88,77.11,77.11,187.96,180.34,Orthodox,Orthodox
KO/TKO,Leon Roberts,middleweight,f1,Nate Marquardt,Wilson Gouveia,5.09,1.22,65.69,21.62,1.22,5.09,78.38,34.31,2.28,0.0,33,0,100,67,0.08,0.08,182.88,185.42,83.91,83.91,187.96,193.04,Orthodox,Orthodox
Submission,Dan Miragliotta,middleweight,f1,Demian Maia,Chael Sonnen,2.29,3.06,35.29,33.33,3.06,2.29,66.67,64.71,5.73,0.0,25,0,100,75,0.38,0.0,185.42,185.42,77.11,92.99,182.88,185.42,Southpaw,Southpaw
KO/TKO,Marc Goddard,welterweight,f1,Paulo Thiago,Josh Koscheck,2.01,2.3,29.17,27.59,2.3,2.01,72.41,70.83,0.0,0.0,0,0,100,100,0.0,0.0,180.34,177.8,77.11,77.11,187.96,185.42,Orthodox,Orthodox
KO/TKO,Kevin Mulhall,lightweight,f1,Terry Etim,Brian Cobb,3.68,0.0,44.19,0.0,0.0,3.68,100.0,55.81,2.9,5.81,100,50,50,0,0.0,0.0,185.42,180.34,70.31,70.31,185.42,185.0,Orthodox,Orthodox
KO/TKO,Dan Miragliotta,heavyweight,f1,Junior Dos Santos,Stefan Struve,13.33,0.0,66.67,0.0,0.0,13.33,100.0,33.33,0.0,0.0,0,0,100,100,0.0,0.0,193.04,210.82,107.95,120.2,195.58,213.36,Orthodox,Orthodox
KO/TKO,Marc Goddard,lightweight,f1,Evan Dunham,Per Eklund,5.86,4.06,48.15,69.23,4.06,5.86,30.77,51.85,0.0,6.77,0,100,0,100,0.45,0.45,177.8,177.8,70.31,70.31,177.8,182.88,Southpaw,Orthodox
Submission,Leon Roberts,heavyweight,f1,Mike Ciesnolevicz,Neil Grove,0.0,0.0,0,0.0,0.0,0.0,100.0,0,0.0,0.0,0,0,100,100,1.9,0.95,182.88,198.12,106.59,120.2,188.05,203.82,Orthodox,Orthodox
Decision - Unanimous,Kevin Mulhall,welterweight,f1,Paul Kelly,Troy Mandaloniz,4.73,2.53,37.37,46.34,2.53,4.73,53.66,62.63,2.0,4.0,33,100,0,67,0.0,0.0,175.26,175.26,70.31,77.11,177.8,179.62,Orthodox,Orthodox
Submission,Troy Waugh,lightweight,f1,Joe Lauzon,Jeremy Stephens,1.13,1.54,64.71,40.54,1.54,1.13,59.46,35.29,3.09,1.54,100,100,0,0,0.41,0.0,177.8,175.26,70.31,65.77,180.34,180.34,Orthodox,Orthodox
KO/TKO,Jorge Ortiz,heavyweight,f1,Cain Velasquez,Denis Stojnic,11.63,0.93,62.86,17.95,0.93,11.63,82.05,37.14,1.98,0.0,25,0,100,75,0.0,0.13,185.42,182.88,108.86,111.13,195.58,187.69,Orthodox,Orthodox
Submission,Jorge Alonso,lightweight,f1,Josh Neer,Mac Danzig,5.35,3.84,47.92,50.0,3.84,5.35,50.0,52.08,0.0,0.0,0,0,100,100,0.35,0.0,180.34,172.72,77.11,70.31,182.88,177.8,Orthodox,Orthodox
KO/TKO,Troy Waugh,welterweight,f1,Anthony Johnson,Luigi Fioravanti,4.52,2.58,44.68,52.17,2.58,4.52,47.83,55.32,0.0,0.0,0,0,100,100,0.0,0.0,187.96,172.72,92.99,77.11,198.12,177.8,Orthodox,Orthodox
Submission,Jorge Ortiz,lightweight,f1,Kurt Pellegrino,Rob Emerson,1.94,2.55,27.59,27.27,2.55,1.94,72.73,72.41,1.82,3.64,20,40,60,80,0.12,0.0,172.72,175.26,70.31,70.31,177.8,177.8,Orthodox,Orthodox
Submission,Jorge Alonso,middleweight,f1,Dan Miller,Jake Rosholt,1.9,1.9,33.33,50.0,1.9,1.9,50.0,66.67,0.0,14.29,0,50,50,100,1.9,0.0,185.42,185.42,83.91,83.91,187.96,190.38,Orthodox,Orthodox
KO/TKO,Troy Waugh,lightweight,f1,Matt Veach,Matt Grice,2.63,6.35,41.38,60.42,6.35,2.63,39.58,58.62,3.28,0.0,33,0,100,67,0.0,0.22,180.34,172.72,70.31,65.77,185.29,177.8,Orthodox,Orthodox
Submission,Jorge Ortiz,lightweight,f1,Gleison Tibau,Rich Clementi,1.53,0.22,70.0,11.11,0.22,1.53,88.89,30.0,6.55,0.0,66,0,100,34,0.22,0.0,177.8,175.26,70.31,70.31,180.34,182.88,Southpaw,Southpaw
Submission,Jorge Alonso,middleweight,f1,Nick Catone,Derek Downey,3.36,0.32,87.5,100.0,0.32,3.36,0.0,12.5,9.6,2.4,100,16,84,0,0.32,0.0,182.88,185.42,83.91,83.91,182.88,190.38,Southpaw,Orthodox
Decision - Unanimous,Troy Waugh,welterweight,f1,Matthew Riddle,Steve Bruno,3.2,1.47,59.26,62.86,1.47,3.2,37.14,40.74,4.0,1.0,57,100,0,43,0.0,0.0,185.42,177.8,77.11,77.11,193.04,182.31,Southpaw,Orthodox
KO/TKO,Herb Dean,welterweight,f1,Georges St-Pierre,BJ Penn,4.6,0.8,75.41,43.24,0.8,4.6,56.76,24.59,3.0,0.0,57,0,100,43,0.0,0.0,180.34,175.26,83.91,70.31,193.04,177.8,Orthodox,Orthodox
KO/TKO,Yves Lavigne,light heavyweight,f1,Lyoto Machida,Thiago Silva,4.82,0.4,60.0,20.0,0.4,4.82,80.0,40.0,6.02,0.0,66,0,100,34,0.0,0.0,185.42,187.96,83.91,92.99,187.96,187.96,Southpaw,Orthodox
Decision - Unanimous,Steve Mazzagatti,light heavyweight,f1,Jon Jones,Stephan Bonnar,3.0,2.47,72.58,48.68,2.47,3.0,51.32,27.42,7.0,0.0,70,0,100,30,0.0,0.0,193.04,193.04,112.49,92.99,213.36,200.66,Orthodox,Orthodox
Decision - Split,Yves Lavigne,lightweight,f1,Clay Guida,Nate Diaz,3.27,3.27,49.49,36.3,3.27,3.27,63.7,50.51,4.0,0.0,36,0,100,64,0.07,0.0,170.18,182.88,70.31,77.11,177.8,193.04,Orthodox,Southpaw
Decision - Unanimous,Steve Mazzagatti,welterweight,f1,Jon Fitch,Akihiro Gono,2.67,0.47,57.14,35.0,0.47,2.67,65.0,42.86,4.0,0.0,57,0,100,43,0.13,0.0,182.88,170.18,77.11,77.11,187.96,172.72,Orthodox,Switch
Decision - Unanimous,Josh Rosenthal,lightweight,f1,Thiago Tavares,Manvel Gamburyan,1.8,1.73,42.19,30.23,1.73,1.8,69.77,57.81,3.0,1.0,42,20,80,58,0.0,0.07,170.18,165.1,65.77,61.23,177.8,170.18,Orthodox,Orthodox
Decision - Split,Herb Dean,welterweight,f1,John Howard,Chris Wilson,1.4,3.0,51.22,54.88,3.0,1.4,45.12,48.78,7.0,2.0,100,33,67,0,0.13,0.13,170.18,185.42,77.11,77.11,182.88,190.5,Orthodox,Orthodox
Decision - Split,Yves Lavigne,light heavyweight,f1,Jake O'Brien,Christian Wellisch,1.67,3.07,29.76,25.7,3.07,1.67,74.3,70.24,9.0,0.0,81,0,100,19,0.0,0.0,190.5,187.96,92.99,106.14,193.04,195.58,Orthodox,Orthodox
Decision - Split,Steve Mazzagatti,welterweight,f1,Dan Cramer,Matt Arroyo,1.6,1.07,35.29,64.0,1.07,1.6,36.0,64.71,0.0,2.0,0,40,60,100,0.0,0.33,187.96,177.8,77.11,77.11,193.59,182.88,Orthodox,Orthodox
Decision - Split,Dan Miragliotta,light heavyweight,f1,Dan Henderson,Rich Franklin,2.4,2.6,40.91,40.62,2.6,2.4,59.38,59.09,4.0,0.0,66,0,100,34,0.0,0.0,180.34,185.42,83.91,83.91,187.96,193.04,Orthodox,Southpaw
KO/TKO,Kevin Mulhall,light heavyweight,f1,Mauricio Rua,Mark Coleman,4.25,2.12,60.78,44.93,2.12,4.25,55.07,39.22,1.03,7.19,50,77,23,50,0.14,0.0,185.42,185.42,92.99,92.99,193.04,190.5,Orthodox,Orthodox
Decision - Unanimous,Leon Roberts,middleweight,f1,Rousimar Palhares,Jeremy Horn,1.2,0.47,51.43,19.44,0.47,1.2,80.56,48.57,7.0,1.0,70,100,0,30,0.0,0.07,172.72,185.42,77.11,83.91,180.34,187.96,Orthodox,Orthodox
Submission,Dan Miragliotta,middleweight,f1,Alan Belcher,Denis Kang,0.94,2.71,32.14,47.27,2.71,0.94,52.73,67.86,0.0,4.69,0,60,40,100,0.1,0.1,187.96,180.34,83.91,83.91,190.5,195.58,Orthodox,Orthodox
Decision - Split,Marc Goddard,welterweight,f1,Marcus Davis,Chris Lytle,3.93,4.87,35.54,36.87,4.87,3.93,63.13,64.46,0.0,0.0,0,0,100,100,0.0,0.0,177.8,180.34,77.11,77.11,177.8,172.72,Southpaw,Orthodox
KO/TKO,Marc Goddard,welterweight,f1,John Hathaway,Tom Egan,3.91,0.0,50.0,0.0,0.0,3.91,100.0,50.0,16.3,0.0,71,0,100,29,0.0,0.0,185.42,180.34,77.11,77.11,190.5,185.0,Orthodox,Orthodox
KO/TKO,Kevin Mulhall,welterweight,f1,Martin Kampmann,Alexandre Barros,4.05,0.98,63.46,40.0,0.98,4.05,60.0,36.54,0.0,1.84,0,50,50,100,0.25,0.0,182.88,175.26,77.11,77.11,182.88,179.62,Orthodox,Southpaw
KO/TKO,Dan Miragliotta,light heavyweight,f1,Eric Schafer,Antonio Mendes,6.14,0.84,73.33,60.0,0.84,6.14,40.0,26.67,0.0,0.0,0,0,100,100,0.0,0.0,190.5,190.5,83.91,92.99,193.04,195.58,Orthodox,Southpaw
